instant,dteday,season,year,month,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,month_name,last_purchase_date,recency
641,2012-10-02,Musim Dingin,2012,10,0,Selasa,1,Hujan Ringan,0.590833,0.542333,87.16669999999999,0.104475,315,4324,4639,weekdays,Lembab,Oktober,2012-10-02,90
642,2012-10-03,Musim Dingin,2012,10,0,Rabu,1,Mendung,0.6575,0.599133,79.375,0.0665458,728,6844,7572,weekdays,Lembab,Oktober,2012-10-03,89
643,2012-10-04,Musim Dingin,2012,10,0,Kamis,1,Mendung,0.6575,0.607975,72.2917,0.117546,891,6437,7328,weekdays,Lembab,Oktober,2012-10-04,88
644,2012-10-05,Musim Dingin,2012,10,0,Jumat,1,Cerah,0.615,0.580187,62.74999999999999,0.10635,1516,6640,8156,weekdays,Ideal,Oktober,2012-10-05,87
645,2012-10-06,Musim Dingin,2012,10,0,Sabtu,0,Cerah,0.554167,0.538521,66.41669999999999,0.268025,3031,4934,7965,weekend,Lembab,Oktober,2012-10-06,86
646,2012-10-07,Musim Dingin,2012,10,0,Minggu,0,Mendung,0.415833,0.419813,70.8333,0.141162,781,2729,3510,weekend,Lembab,Oktober,2012-10-07,85
647,2012-10-08,Musim Dingin,2012,10,1,Senin,0,Mendung,0.383333,0.387608,70.9583,0.189679,874,4604,5478,weekdays,Lembab,Oktober,2012-10-08,84
648,2012-10-09,Musim Dingin,2012,10,0,Selasa,1,Mendung,0.446667,0.438112,76.16669999999999,0.1903,601,5791,6392,weekdays,Lembab,Oktober,2012-10-09,83
649,2012-10-10,Musim Dingin,2012,10,0,Rabu,1,Cerah,0.514167,0.503142,63.083299999999994,0.187821,780,6911,7691,weekdays,Ideal,Oktober,2012-10-10,82
650,2012-10-11,Musim Dingin,2012,10,0,Kamis,1,Cerah,0.435,0.431167,46.3333,0.181596,834,6736,7570,weekdays,Ideal,Oktober,2012-10-11,81
651,2012-10-12,Musim Dingin,2012,10,0,Jumat,1,Cerah,0.4375,0.433071,53.91669999999999,0.235092,1060,6222,7282,weekdays,Ideal,Oktober,2012-10-12,80
652,2012-10-13,Musim Dingin,2012,10,0,Sabtu,0,Cerah,0.393333,0.391396,49.4583,0.146142,2252,4857,7109,weekend,Ideal,Oktober,2012-10-13,79
653,2012-10-14,Musim Dingin,2012,10,0,Minggu,0,Cerah,0.521667,0.508204,64.0417,0.278612,2080,4559,6639,weekend,Ideal,Oktober,2012-10-14,78
654,2012-10-15,Musim Dingin,2012,10,0,Senin,1,Mendung,0.561667,0.53915,70.75,0.296037,760,5115,5875,weekdays,Lembab,Oktober,2012-10-15,77
655,2012-10-16,Musim Dingin,2012,10,0,Selasa,1,Cerah,0.468333,0.460846,55.833299999999994,0.182221,922,6612,7534,weekdays,Ideal,Oktober,2012-10-16,76
656,2012-10-17,Musim Dingin,2012,10,0,Rabu,1,Cerah,0.455833,0.450108,69.2917,0.101371,979,6482,7461,weekdays,Lembab,Oktober,2012-10-17,75
657,2012-10-18,Musim Dingin,2012,10,0,Kamis,1,Mendung,0.5225,0.512625,72.8333,0.236937,1008,6501,7509,weekdays,Lembab,Oktober,2012-10-18,74
658,2012-10-19,Musim Dingin,2012,10,0,Jumat,1,Mendung,0.563333,0.537896,81.5,0.134954,753,4671,5424,weekdays,Lembab,Oktober,2012-10-19,73
659,2012-10-20,Musim Dingin,2012,10,0,Sabtu,0,Cerah,0.484167,0.472842,57.2917,0.117537,2806,5284,8090,weekend,Ideal,Oktober,2012-10-20,72
660,2012-10-21,Musim Dingin,2012,10,0,Minggu,0,Cerah,0.464167,0.456429,51.0,0.166054,2132,4692,6824,weekend,Ideal,Oktober,2012-10-21,71
661,2012-10-22,Musim Dingin,2012,10,0,Senin,1,Cerah,0.4875,0.482942,56.833299999999994,0.0814833,830,6228,7058,weekdays,Ideal,Oktober,2012-10-22,70
662,2012-10-23,Musim Dingin,2012,10,0,Selasa,1,Cerah,0.544167,0.530304,64.16669999999999,0.0945458,841,6625,7466,weekdays,Ideal,Oktober,2012-10-23,69
663,2012-10-24,Musim Dingin,2012,10,0,Rabu,1,Cerah,0.5875,0.558721,63.625,0.0727792,795,6898,7693,weekdays,Ideal,Oktober,2012-10-24,68
664,2012-10-25,Musim Dingin,2012,10,0,Kamis,1,Mendung,0.55,0.529688,80.0417,0.124375,875,6484,7359,weekdays,Lembab,Oktober,2012-10-25,67
665,2012-10-26,Musim Dingin,2012,10,0,Jumat,1,Mendung,0.545833,0.52275,80.7083,0.132467,1182,6262,7444,weekdays,Lembab,Oktober,2012-10-26,66
666,2012-10-27,Musim Dingin,2012,10,0,Sabtu,0,Mendung,0.53,0.515133,72.0,0.235692,2643,5209,7852,weekend,Lembab,Oktober,2012-10-27,65
667,2012-10-28,Musim Dingin,2012,10,0,Minggu,0,Mendung,0.4775,0.467771,69.4583,0.398008,998,3461,4459,weekend,Lembab,Oktober,2012-10-28,64
668,2012-10-29,Musim Dingin,2012,10,0,Senin,1,Hujan Ringan,0.44,0.4394,88.0,0.3582,2,20,22,weekdays,Lembab,Oktober,2012-10-29,63
669,2012-10-30,Musim Dingin,2012,10,0,Selasa,1,Mendung,0.318182,0.309909,82.5455,0.213009,87,1009,1096,weekdays,Lembab,Oktober,2012-10-30,62
670,2012-10-31,Musim Dingin,2012,10,0,Rabu,1,Mendung,0.3575,0.3611,66.6667,0.166667,419,5147,5566,weekdays,Lembab,Oktober,2012-10-31,61
671,2012-11-01,Musim Dingin,2012,11,0,Kamis,1,Mendung,0.365833,0.369942,58.166700000000006,0.157346,466,5520,5986,weekdays,Ideal,November,2012-11-01,60
672,2012-11-02,Musim Dingin,2012,11,0,Jumat,1,Cerah,0.355,0.356042,52.208299999999994,0.266175,618,5229,5847,weekdays,Ideal,November,2012-11-02,59
673,2012-11-03,Musim Dingin,2012,11,0,Sabtu,0,Mendung,0.343333,0.323846,49.125,0.270529,1029,4109,5138,weekend,Ideal,November,2012-11-03,58
674,2012-11-04,Musim Dingin,2012,11,0,Minggu,0,Cerah,0.325833,0.329538,53.2917,0.179108,1201,3906,5107,weekend,Ideal,November,2012-11-04,57
675,2012-11-05,Musim Dingin,2012,11,0,Senin,1,Cerah,0.319167,0.308075,49.416700000000006,0.236325,378,4881,5259,weekdays,Ideal,November,2012-11-05,56
676,2012-11-06,Musim Dingin,2012,11,0,Selasa,1,Cerah,0.280833,0.281567,56.7083,0.173513,466,5220,5686,weekdays,Ideal,November,2012-11-06,55
677,2012-11-07,Musim Dingin,2012,11,0,Rabu,1,Mendung,0.295833,0.274621,54.75,0.304108,326,4709,5035,weekdays,Ideal,November,2012-11-07,54
678,2012-11-08,Musim Dingin,2012,11,0,Kamis,1,Cerah,0.352174,0.341891,33.3478,0.347835,340,4975,5315,weekdays,Kering,November,2012-11-08,53
679,2012-11-09,Musim Dingin,2012,11,0,Jumat,1,Cerah,0.361667,0.355413,54.0833,0.214558,709,5283,5992,weekdays,Ideal,November,2012-11-09,52
680,2012-11-10,Musim Dingin,2012,11,0,Sabtu,0,Cerah,0.389167,0.393937,64.5417,0.0578458,2090,4446,6536,weekend,Ideal,November,2012-11-10,51
681,2012-11-11,Musim Dingin,2012,11,0,Minggu,0,Cerah,0.420833,0.421713,65.91669999999999,0.1275,2290,4562,6852,weekend,Lembab,November,2012-11-11,50
682,2012-11-12,Musim Dingin,2012,11,1,Senin,0,Cerah,0.485,0.475383,74.16669999999999,0.173517,1097,5172,6269,weekdays,Lembab,November,2012-11-12,49
683,2012-11-13,Musim Dingin,2012,11,0,Selasa,1,Mendung,0.343333,0.323225,66.29169999999999,0.342046,327,3767,4094,weekdays,Lembab,November,2012-11-13,48
684,2012-11-14,Musim Dingin,2012,11,0,Rabu,1,Cerah,0.289167,0.281563,55.2083,0.199625,373,5122,5495,weekdays,Ideal,November,2012-11-14,47
685,2012-11-15,Musim Dingin,2012,11,0,Kamis,1,Mendung,0.321667,0.324492,62.0417,0.152987,320,5125,5445,weekdays,Ideal,November,2012-11-15,46
686,2012-11-16,Musim Dingin,2012,11,0,Jumat,1,Cerah,0.345,0.347204,52.4583,0.171025,484,5214,5698,weekdays,Ideal,November,2012-11-16,45
687,2012-11-17,Musim Dingin,2012,11,0,Sabtu,0,Cerah,0.325,0.326383,54.541700000000006,0.179729,1313,4316,5629,weekend,Ideal,November,2012-11-17,44
688,2012-11-18,Musim Dingin,2012,11,0,Minggu,0,Cerah,0.3425,0.337746,69.2917,0.227612,922,3747,4669,weekend,Lembab,November,2012-11-18,43
689,2012-11-19,Musim Dingin,2012,11,0,Senin,1,Mendung,0.380833,0.375621,62.3333,0.235067,449,5050,5499,weekdays,Ideal,November,2012-11-19,42
690,2012-11-20,Musim Dingin,2012,11,0,Selasa,1,Mendung,0.374167,0.380667,68.5,0.082725,534,5100,5634,weekdays,Lembab,November,2012-11-20,41
691,2012-11-21,Musim Dingin,2012,11,0,Rabu,1,Cerah,0.353333,0.364892,61.375,0.103246,615,4531,5146,weekdays,Ideal,November,2012-11-21,40
692,2012-11-22,Musim Dingin,2012,11,1,Kamis,0,Cerah,0.34,0.350371,58.0417,0.0528708,955,1470,2425,weekdays,Ideal,November,2012-11-22,39
693,2012-11-23,Musim Dingin,2012,11,0,Jumat,1,Cerah,0.368333,0.378779,56.875,0.148021,1603,2307,3910,weekdays,Ideal,November,2012-11-23,38
694,2012-11-24,Musim Dingin,2012,11,0,Sabtu,0,Cerah,0.278333,0.248742,40.4583,0.376871,532,1745,2277,weekend,Kering,November,2012-11-24,37
695,2012-11-25,Musim Dingin,2012,11,0,Minggu,0,Cerah,0.245833,0.257583,46.8333,0.1505,309,2115,2424,weekend,Ideal,November,2012-11-25,36
696,2012-11-26,Musim Dingin,2012,11,0,Senin,1,Cerah,0.313333,0.339004,53.541700000000006,0.04665,337,4750,5087,weekdays,Ideal,November,2012-11-26,35
697,2012-11-27,Musim Dingin,2012,11,0,Selasa,1,Mendung,0.291667,0.281558,78.6667,0.237562,123,3836,3959,weekdays,Lembab,November,2012-11-27,34
698,2012-11-28,Musim Dingin,2012,11,0,Rabu,1,Cerah,0.296667,0.289762,50.625,0.210821,198,5062,5260,weekdays,Ideal,November,2012-11-28,33
699,2012-11-29,Musim Dingin,2012,11,0,Kamis,1,Cerah,0.28087,0.298422,55.565200000000004,0.115522,243,5080,5323,weekdays,Ideal,November,2012-11-29,32
700,2012-11-30,Musim Dingin,2012,11,0,Jumat,1,Cerah,0.298333,0.323867,64.95830000000001,0.0584708,362,5306,5668,weekdays,Ideal,November,2012-11-30,31
701,2012-12-01,Musim Dingin,2012,12,0,Sabtu,0,Mendung,0.298333,0.316904,80.6667,0.0597042,951,4240,5191,weekend,Lembab,Desember,2012-12-01,30
702,2012-12-02,Musim Dingin,2012,12,0,Minggu,0,Mendung,0.3475,0.359208,82.3333,0.124379,892,3757,4649,weekend,Lembab,Desember,2012-12-02,29
703,2012-12-03,Musim Dingin,2012,12,0,Senin,1,Cerah,0.4525,0.455796,76.75,0.0827208,555,5679,6234,weekdays,Lembab,Desember,2012-12-03,28
704,2012-12-04,Musim Dingin,2012,12,0,Selasa,1,Cerah,0.475833,0.469054,73.375,0.174129,551,6055,6606,weekdays,Lembab,Desember,2012-12-04,27
705,2012-12-05,Musim Dingin,2012,12,0,Rabu,1,Cerah,0.438333,0.428012,48.5,0.324021,331,5398,5729,weekdays,Ideal,Desember,2012-12-05,26
706,2012-12-06,Musim Dingin,2012,12,0,Kamis,1,Cerah,0.255833,0.258204,50.875,0.174754,340,5035,5375,weekdays,Ideal,Desember,2012-12-06,25
707,2012-12-07,Musim Dingin,2012,12,0,Jumat,1,Mendung,0.320833,0.321958,76.4167,0.1306,349,4659,5008,weekdays,Lembab,Desember,2012-12-07,24
708,2012-12-08,Musim Dingin,2012,12,0,Sabtu,0,Mendung,0.381667,0.389508,91.125,0.101379,1153,4429,5582,weekend,Lembab,Desember,2012-12-08,23
709,2012-12-09,Musim Dingin,2012,12,0,Minggu,0,Mendung,0.384167,0.390146,90.5417,0.157975,441,2787,3228,weekend,Lembab,Desember,2012-12-09,22
710,2012-12-10,Musim Dingin,2012,12,0,Senin,1,Mendung,0.435833,0.435575,92.5,0.190308,329,4841,5170,weekdays,Lembab,Desember,2012-12-10,21
711,2012-12-11,Musim Dingin,2012,12,0,Selasa,1,Mendung,0.353333,0.338363,59.66669999999999,0.296037,282,5219,5501,weekdays,Ideal,Desember,2012-12-11,20
712,2012-12-12,Musim Dingin,2012,12,0,Rabu,1,Mendung,0.2975,0.297338,53.833299999999994,0.162937,310,5009,5319,weekdays,Ideal,Desember,2012-12-12,19
713,2012-12-13,Musim Dingin,2012,12,0,Kamis,1,Cerah,0.295833,0.294188,48.5833,0.174129,425,5107,5532,weekdays,Ideal,Desember,2012-12-13,18
714,2012-12-14,Musim Dingin,2012,12,0,Jumat,1,Cerah,0.281667,0.294192,64.29169999999999,0.131229,429,5182,5611,weekdays,Ideal,Desember,2012-12-14,17
715,2012-12-15,Musim Dingin,2012,12,0,Sabtu,0,Cerah,0.324167,0.338383,65.0417,0.10635,767,4280,5047,weekend,Lembab,Desember,2012-12-15,16
716,2012-12-16,Musim Dingin,2012,12,0,Minggu,0,Mendung,0.3625,0.369938,83.875,0.100742,538,3248,3786,weekend,Lembab,Desember,2012-12-16,15
717,2012-12-17,Musim Dingin,2012,12,0,Senin,1,Mendung,0.393333,0.4015,90.7083,0.0982583,212,4373,4585,weekdays,Lembab,Desember,2012-12-17,14
718,2012-12-18,Musim Dingin,2012,12,0,Selasa,1,Cerah,0.410833,0.409708,66.625,0.221404,433,5124,5557,weekdays,Lembab,Desember,2012-12-18,13
719,2012-12-19,Musim Dingin,2012,12,0,Rabu,1,Cerah,0.3325,0.342162,62.5417,0.184092,333,4934,5267,weekdays,Ideal,Desember,2012-12-19,12
720,2012-12-20,Musim Dingin,2012,12,0,Kamis,1,Mendung,0.33,0.335217,66.79169999999999,0.132463,314,3814,4128,weekdays,Lembab,Desember,2012-12-20,11
721,2012-12-21,Musim Semi,2012,12,0,Jumat,1,Mendung,0.326667,0.301767,55.666700000000006,0.374383,221,3402,3623,weekdays,Ideal,Desember,2012-12-21,10
722,2012-12-22,Musim Semi,2012,12,0,Sabtu,0,Cerah,0.265833,0.236113,44.125,0.407346,205,1544,1749,weekend,Kering,Desember,2012-12-22,9
723,2012-12-23,Musim Semi,2012,12,0,Minggu,0,Cerah,0.245833,0.259471,51.5417,0.133083,408,1379,1787,weekend,Ideal,Desember,2012-12-23,8
724,2012-12-24,Musim Semi,2012,12,0,Senin,1,Mendung,0.231304,0.2589,79.1304,0.0772304,174,746,920,weekdays,Lembab,Desember,2012-12-24,7
725,2012-12-25,Musim Semi,2012,12,1,Selasa,0,Mendung,0.291304,0.294465,73.47829999999999,0.168726,440,573,1013,weekdays,Lembab,Desember,2012-12-25,6
726,2012-12-26,Musim Semi,2012,12,0,Rabu,1,Hujan Ringan,0.243333,0.220333,82.3333,0.316546,9,432,441,weekdays,Lembab,Desember,2012-12-26,5
727,2012-12-27,Musim Semi,2012,12,0,Kamis,1,Mendung,0.254167,0.226642,65.29169999999999,0.350133,247,1867,2114,weekdays,Lembab,Desember,2012-12-27,4
728,2012-12-28,Musim Semi,2012,12,0,Jumat,1,Mendung,0.253333,0.255046,59.0,0.155471,644,2451,3095,weekdays,Ideal,Desember,2012-12-28,3
729,2012-12-29,Musim Semi,2012,12,0,Sabtu,0,Mendung,0.253333,0.2424,75.29169999999999,0.124383,159,1182,1341,weekend,Lembab,Desember,2012-12-29,2
730,2012-12-30,Musim Semi,2012,12,0,Minggu,0,Cerah,0.255833,0.2317,48.3333,0.350754,364,1432,1796,weekend,Ideal,Desember,2012-12-30,1
731,2012-12-31,Musim Semi,2012,12,0,Senin,1,Mendung,0.215833,0.223487,57.75,0.154846,439,2290,2729,weekdays,Ideal,Desember,2012-12-31,0
